zip,city,state,lat,lon
00501,Holtsville,NY,40.81,-73.04
00544,Holtsville,NY,40.81,-73.04
00601,Adjuntas,PR,18.16,-66.72
00602,Aguada,PR,18.38,-67.18
00603,Aguadilla,PR,18.43,-67.15
00604,Aguadilla,PR,18.43,-67.15
00605,Aguadilla,PR,18.43,-67.15
00606,Maricao,PR,18.18,-66.98
00610,Anasco,PR,18.28,-67.14
00611,Angeles,PR,18.28,-66.79
00612,Arecibo,PR,18.45,-66.73
00613,Arecibo,PR,18.45,-66.73
00614,Arecibo,PR,18.45,-66.73
00616,Bajadero,PR,18.42,-66.67
00617,Barceloneta,PR,18.45,-66.56
00622,Boqueron,PR,17.99,-67.15
00623,Cabo Rojo,PR,18.08,-67.14
00624,Penuelas,PR,18.06,-66.72
00627,Camuy,PR,18.48,-66.84
00631,Castaner,PR,18.19,-66.82
00636,Rosario,PR,18.15,-67.06
00637,Sabana Grande,PR,18.08,-66.96
00638,Ciales,PR,18.33,-66.47
00641,Utuado,PR,18.27,-66.7
00646,Dorado,PR,18.47,-66.27
00647,Ensenada,PR,17.96,-66.94
00650,Florida,PR,18.36,-66.56
00652,Garrochales,PR,18.45,-66.6
00653,Guanica,PR,17.99,-66.89
00656,Guayanilla,PR,18.02,-66.79
00659,Hatillo,PR,18.48,-66.82
00660,Hormigueros,PR,18.14,-67.12
00662,Isabela,PR,18.5,-67.02
00664,Jayuya,PR,18.22,-66.59
00667,Lajas,PR,18.04,-67.06
00669,Lares,PR,18.29,-66.88
00670,Las Marias,PR,18.27,-67.06
00674,Manati,PR,18.43,-66.48
00676,Moca,PR,18.39,-67.11
00677,Rincon,PR,18.34,-67.25
00678,Quebradillas,PR,18.47,-66.93
00680,Mayaguez,PR,18.2,-67.14
00681,Mayaguez,PR,18.2,-67.14
00682,Mayaguez,PR,18.22,-67.16
00683,San German,PR,18.08,-67.04
00685,San Sebastian,PR,18.33,-66.99
00687,Morovis,PR,18.32,-66.4
00688,Sabana Hoyos,PR,18.38,-66.62
00690,San Antonio,PR,18.49,-67.09
00692,Vega Alta,PR,18.41,-66.32
00693,Vega Baja,PR,18.44,-66.39
00694,Vega Baja,PR,18.48,-66.39
00698,Yauco,PR,18.03,-66.86
00703,Aguas Buenas,PR,18.25,-66.1
00704,Aguirre,PR,17.96,-66.22
00705,Aibonito,PR,18.14,-66.26
00707,Maunabo,PR,18.0,-65.9
00714,Arroyo,PR,17.97,-66.06
00715,Mercedita,PR,18.01,-66.56
00716,Ponce,PR,17.98,-66.6
00717,Ponce,PR,18.0,-66.61
00718,Naguabo,PR,18.21,-65.73
00719,Naranjito,PR,18.3,-66.24
00720,Orocovis,PR,18.22,-66.39
00721,Palmer,PR,18.37,-65.77
00723,Patillas,PR,18.0,-66.01
00725,Caguas,PR,18.23,-66.03
00726,Caguas,PR,18.23,-66.03
00727,Caguas,PR,18.22,-66.07
00728,Ponce,PR,17.99,-66.66
00729,Canovanas,PR,18.37,-65.9
00730,Ponce,PR,18.03,-66.62
00731,Ponce,PR,18.11,-66.63
00732,Ponce,PR,17.98,-66.6
00733,Ponce,PR,17.98,-66.6
00734,Ponce,PR,17.98,-66.6
00735,Ceiba,PR,18.25,-65.68
00736,Cayey,PR,18.11,-66.16
00737,Cayey,PR,18.11,-66.16
00738,Fajardo,PR,18.33,-65.65
00739,Cidra,PR,18.17,-66.15
00740,Puerto Real,PR,18.33,-65.63
00741,Punta Santiago,PR,18.16,-65.75
00742,Roosevelt Roads,PR,18.27,-65.65
00744,Rio Blanco,PR,18.22,-65.79
00745,Rio Grande,PR,18.38,-65.83
00751,Salinas,PR,17.97,-66.29
00754,San Lorenzo,PR,18.19,-65.96
00757,Santa Isabel,PR,17.97,-66.4
00765,Vieques,PR,18.13,-65.44
00766,Villalba,PR,18.13,-66.48
00767,Yabucoa,PR,18.04,-65.87
00769,Coamo,PR,18.08,-66.36
00771,Las Piedras,PR,18.18,-65.86
00772,Loiza,PR,18.43,-65.88
00773,Luquillo,PR,18.37,-65.71
00775,Culebra,PR,18.33,-65.3
00777,Juncos,PR,18.22,-65.91
00778,Gurabo,PR,18.25,-65.97
00780,Coto Laurel,PR,18.09,-66.57
00782,Comerio,PR,18.22,-66.22
00783,Corozal,PR,18.34,-66.31
00784,Guayama,PR,17.97,-66.11
00785,Guayama,PR,17.97,-66.11
00786,La Plata,PR,18.16,-66.23
00791,Humacao,PR,18.15,-65.81
00792,Humacao,PR,18.15,-65.81
00794,Barranquitas,PR,18.18,-66.3
00795,Juana Diaz,PR,18.05,-66.5
00801,St Thomas,VI,18.35,-64.93
00802,St Thomas,VI,18.35,-64.93
00803,St Thomas,VI,18.35,-64.93
00804,St Thomas,VI,18.35,-64.93
00805,St Thomas,VI,18.34,-64.93
00820,Christiansted,VI,17.74,-64.7
00821,Christiansted,VI,17.74,-64.7
00822,Christiansted,VI,17.74,-64.7
00823,Christiansted,VI,17.74,-64.7
00824,Christiansted,VI,17.74,-64.7
00830,St John,VI,18.33,-64.79
00831,St John,VI,18.33,-64.79
00840,Frederiksted,VI,17.71,-64.88
00841,Frederiksted,VI,17.71,-64.88
00850,Kingshill,VI,17.76,-64.82
00851,Kingshill,VI,17.73,-64.8
00901,San Juan,PR,18.47,-66.1
00902,San Juan,PR,18.4,-66.06
00906,San Juan,PR,18.46,-66.09
00907,San Juan,PR,18.45,-66.08
00908,San Juan,PR,18.4,-66.06
00909,San Juan,PR,18.44,-66.07
00910,San Juan,PR,18.4,-66.06
00911,San Juan,PR,18.45,-66.06
00912,San Juan,PR,18.45,-66.06
00913,San Juan,PR,18.45,-66.04
00914,San Juan,PR,18.4,-66.06
00915,San Juan,PR,18.44,-66.05
00916,San Juan,PR,18.4,-66.06
00917,San Juan,PR,18.42,-66.05
00918,San Juan,PR,18.42,-66.07
00919,San Juan,PR,18.4,-66.06
00920,San Juan,PR,18.41,-66.09
00921,San Juan,PR,18.39,-66.09
00922,San Juan,PR,18.4,-66.06
00923,San Juan,PR,18.41,-66.04
00924,San Juan,PR,18.4,-66.01
00925,San Juan,PR,18.4,-66.05
00926,San Juan,PR,18.35,-66.05
00927,San Juan,PR,18.4,-66.06
00928,San Juan,PR,18.4,-66.06
00929,San Juan,PR,18.4,-66.06
00930,San Juan,PR,18.4,-66.06
00931,San Juan,PR,18.4,-66.06
00933,San Juan,PR,18.4,-66.06
00934,Fort Buchanan,PR,18.41,-66.12
00935,San Juan,PR,18.4,-66.06
00936,San Juan,PR,18.4,-66.07
00937,San Juan,PR,18.4,-66.06
00939,San Juan,PR,18.4,-66.06
00940,San Juan,PR,18.4,-66.06
00949,Toa Baja,PR,18.44,-66.25
00950,Toa Baja,PR,18.46,-66.23
00951,Toa Baja,PR,18.43,-66.25
00952,Sabana Seca,PR,18.42,-66.19
00953,Toa Alta,PR,18.39,-66.25
00954,Toa Alta,PR,18.39,-66.25
00955,San Juan,PR,18.4,-66.06
00956,Bayamon,PR,18.32,-66.17
00957,Bayamon,PR,18.37,-66.19
00958,Bayamon,PR,18.28,-66.13
00959,Bayamon,PR,18.39,-66.15
00960,Bayamon,PR,18.42,-66.15
00961,Bayamon,PR,18.41,-66.17
00962,Catano,PR,18.44,-66.15
00963,Catano,PR,18.43,-66.11
00965,Guaynabo,PR,18.43,-66.11
00966,Guaynabo,PR,18.4,-66.12
00968,Guaynabo,PR,18.41,-66.1
00969,Guaynabo,PR,18.38,-66.11
00970,Guaynabo,PR,18.38,-66.11
00971,Guaynabo,PR,18.32,-66.12
00975,San Juan,PR,18.4,-66.06
00976,Trujillo Alto,PR,18.36,-66.01
00977,Trujillo Alto,PR,18.36,-66.01
00978,Saint Just,PR,18.37,-66.01
00979,Carolina,PR,18.44,-66.03
00981,Carolina,PR,18.4,-65.98
00982,Carolina,PR,18.41,-65.99
00983,Carolina,PR,18.4,-65.98
00984,Carolina,PR,18.4,-65.98
00985,Carolina,PR,18.41,-65.95
00986,Carolina,PR,18.4,-65.98
00987,Carolina,PR,18.34,-65.94
00988,Carolina,PR,18.4,-65.98
01001,Agawam,MA,42.06,-72.61
01002,Amherst,MA,42.37,-72.52
01003,Amherst,MA,42.39,-72.52
01004,Amherst,MA,42.37,-72.52
01005,Barre,MA,42.42,-72.1
01007,Belchertown,MA,42.27,-72.4
01008,Blandford,MA,42.18,-72.93
01009,Bondsville,MA,42.2,-72.34
01010,Brimfield,MA,42.11,-72.2
01011,Chester,MA,42.28,-72.98
01012,Chesterfield,MA,42.4,-72.85
01013,Chicopee,MA,42.15,-72.6
01014,Chicopee,MA,42.17,-72.57
01020,Chicopee,MA,42.17,-72.57
01021,Chicopee,MA,42.17,-72.57
01022,Chicopee,MA,42.2,-72.54
01026,Cummington,MA,42.46,-72.9
01027,Easthampton,MA,42.26,-72.68
01028,East Longmeadow,MA,42.06,-72.51
01029,East Otis,MA,42.17,-73.03
01030,Feeding Hills,MA,42.06,-72.67
01031,Gilbertville,MA,42.33,-72.2
01032,Goshen,MA,42.46,-72.81
01033,Granby,MA,42.26,-72.52
01034,Granville,MA,42.06,-72.86
01035,Hadley,MA,42.35,-72.58
01036,Hampden,MA,42.06,-72.41
01037,Hardwick,MA,42.35,-72.2
01038,Hatfield,MA,42.37,-72.6
01039,Haydenville,MA,42.39,-72.7
01040,Holyoke,MA,42.21,-72.64
01041,Holyoke,MA,42.21,-72.64
01050,Huntington,MA,42.23,-72.88
01053,Leeds,MA,42.35,-72.71
01054,Leverett,MA,42.45,-72.5
01056,Ludlow,MA,42.16,-72.48
01057,Monson,MA,42.09,-72.31
01059,North Amherst,MA,42.4,-72.52
01060,Northampton,MA,42.32,-72.63
01061,Northampton,MA,42.32,-72.67
01062,Florence,MA,42.32,-72.67
01063,Northampton,MA,42.32,-72.64
01066,North Hatfield,MA,42.41,-72.66
01068,Oakham,MA,42.35,-72.05
01069,Palmer,MA,42.16,-72.32
01070,Plainfield,MA,42.51,-72.91
01071,Russell,MA,42.18,-72.85
01072,Shutesbury,MA,42.45,-72.4
01073,Southampton,MA,42.23,-72.73
01074,South Barre,MA,42.39,-72.09
01075,South Hadley,MA,42.26,-72.56
01077,Southwick,MA,42.05,-72.76
01079,Thorndike,MA,42.2,-72.33
01080,Three Rivers,MA,42.18,-72.37
01081,Wales,MA,42.06,-72.21
01082,Ware,MA,42.25,-72.24
01083,Warren,MA,42.21,-72.19
01084,West Chesterfield,MA,42.39,-72.88
01085,Westfield,MA,42.13,-72.75
01086,Westfield,MA,42.13,-72.79
01088,West Hatfield,MA,42.39,-72.64
01089,West Springfield,MA,42.12,-72.65
01090,West Springfield,MA,42.12,-72.65
01092,West Warren,MA,42.19,-72.24
01093,Whately,MA,42.44,-72.65
01094,Wheelwright,MA,42.35,-72.14
01095,Wilbraham,MA,42.13,-72.43
01096,Williamsburg,MA,42.4,-72.76
01097,Woronoco,MA,42.18,-72.83
01098,Worthington,MA,42.41,-72.93
01101,Springfield,MA,42.11,-72.53
01102,Springfield,MA,42.11,-72.53
01103,Springfield,MA,42.1,-72.59
01104,Springfield,MA,42.13,-72.57
01105,Springfield,MA,42.1,-72.58
01106,Longmeadow,MA,42.04,-72.57
01107,Springfield,MA,42.12,-72.61
01108,Springfield,MA,42.08,-72.56
01109,Springfield,MA,42.11,-72.53
01111,Springfield,MA,42.11,-72.53
01115,Springfield,MA,42.11,-72.53
01116,Longmeadow,MA,42.04,-72.57
01118,Springfield,MA,42.09,-72.53
01119,Springfield,MA,42.12,-72.51
01128,Springfield,MA,42.09,-72.49
01129,Springfield,MA,42.12,-72.49
01133,Springfield,MA,42.1,-72.59
01138,Springfield,MA,42.11,-72.53
01139,Springfield,MA,42.11,-72.53
01144,Springfield,MA,42.11,-72.53
01151,Indian Orchard,MA,42.15,-72.51
01152,Springfield,MA,42.11,-72.53
01195,Springfield,MA,42.1,-72.58
01199,Springfield,MA,42.12,-72.6
01201,Pittsfield,MA,42.45,-73.26
01202,Pittsfield,MA,42.45,-73.26
01203,Pittsfield,MA,42.45,-73.26
01220,Adams,MA,42.62,-73.11
01222,Ashley Falls,MA,42.05,-73.33
01223,Becket,MA,42.33,-73.07
01224,Berkshire,MA,42.51,-73.2
01225,Cheshire,MA,42.55,-73.15
01226,Dalton,MA,42.47,-73.16
01227,Dalton,MA,42.47,-73.16
01229,Glendale,MA,42.28,-73.34
01230,Great Barrington,MA,42.19,-73.35
01235,Hinsdale,MA,42.42,-73.07
01236,Housatonic,MA,42.27,-73.38
01237,Lanesboro,MA,42.51,-73.22
01238,Lee,MA,42.3,-73.25
01240,Lenox,MA,42.35,-73.28
01242,Lenox Dale,MA,42.33,-73.25
01243,Middlefield,MA,42.35,-73.01
01244,Mill River,MA,42.12,-73.26
01245,Monterey,MA,42.18,-73.21
01247,North Adams,MA,42.68,-73.11
01252,North Egremont,MA,42.17,-73.44
01253,Otis,MA,42.21,-73.11
01254,Richmond,MA,42.37,-73.36
01255,Sandisfield,MA,42.11,-73.13
01256,Savoy,MA,42.56,-73.02
01257,Sheffield,MA,42.1,-73.34
01258,South Egremont,MA,42.11,-73.46
01259,Southfield,MA,42.07,-73.23
01260,South Lee,MA,42.3,-73.34
01262,Stockbridge,MA,42.3,-73.32
01263,Stockbridge,MA,42.3,-73.32
01264,Tyringham,MA,42.24,-73.19
01266,West Stockbridge,MA,42.31,-73.39
01267,Williamstown,MA,42.7,-73.2
01270,Windsor,MA,42.51,-73.04
01301,Greenfield,MA,42.58,-72.59
01302,Greenfield,MA,42.58,-72.59
01330,Ashfield,MA,42.53,-72.78
01331,Athol,MA,42.59,-72.23
01337,Bernardston,MA,42.66,-72.55
01338,Buckland,MA,42.57,-72.82
01339,Charlemont,MA,42.63,-72.88
01340,Colrain,MA,42.66,-72.68
01341,Conway,MA,42.51,-72.68
01342,Deerfield,MA,42.55,-72.6
01343,Drury,MA,42.66,-72.98
01344,Erving,MA,42.6,-72.4
01346,Heath,MA,42.66,-72.83
01347,Lake Pleasant,MA,42.56,-72.52
01349,Millers Falls,MA,42.56,-72.48
01350,Monroe Bridge,MA,42.72,-72.98
01351,Montague,MA,42.53,-72.53
01354,Gill,MA,42.62,-72.51
01355,New Salem,MA,42.5,-72.33
01360,Northfield,MA,42.7,-72.43
01364,Orange,MA,42.59,-72.3
01366,Petersham,MA,42.48,-72.18
01367,Rowe,MA,42.7,-72.9
01368,Royalston,MA,42.68,-72.18
01370,Shelburne Falls,MA,42.6,-72.74
01373,South Deerfield,MA,42.47,-72.59
01375,Sunderland,MA,42.46,-72.58
01376,Turners Falls,MA,42.59,-72.55
01378,Warwick,MA,42.68,-72.33
01379,Wendell,MA,42.55,-72.4
01380,Wendell Depot,MA,42.58,-72.37
01420,Fitchburg,MA,42.58,-71.81
01430,Ashburnham,MA,42.63,-71.9
01431,Ashby,MA,42.68,-71.81
01432,Ayer,MA,42.56,-71.58
01434,Devens,MA,42.53,-71.61
01436,Baldwinville,MA,42.6,-72.07
01438,East Templeton,MA,42.56,-72.03
01440,Gardner,MA,42.58,-71.98
01441,Westminster,MA,42.58,-71.98
01450,Groton,MA,42.6,-71.57
01451,Harvard,MA,42.5,-71.58
01452,Hubbardston,MA,42.48,-72.01
01453,Leominster,MA,42.51,-71.77
01460,Littleton,MA,42.53,-71.47
01462,Lunenburg,MA,42.59,-71.72
01463,Pepperell,MA,42.66,-71.58
01464,Shirley,MA,42.54,-71.65
01467,Still River,MA,42.49,-71.61
01468,Templeton,MA,42.55,-72.06
01469,Townsend,MA,42.66,-71.7
01470,Groton,MA,42.6,-71.57
01471,Groton,MA,42.6,-71.57
01472,West Groton,MA,42.61,-71.62
01473,Westminster,MA,42.55,-71.9
01474,West Townsend,MA,42.66,-71.74
01475,Winchendon,MA,42.68,-72.04
01477,Winchendon Springs,MA,42.69,-72.01
01501,Auburn,MA,42.2,-71.83
01503,Berlin,MA,42.38,-71.63
01504,Blackstone,MA,42.04,-71.53
01505,Boylston,MA,42.35,-71.73
01506,Brookfield,MA,42.21,-72.1
01507,Charlton,MA,42.13,-71.96
01508,Charlton City,MA,42.13,-71.96
01509,Charlton Depot,MA,42.13,-71.96
01510,Clinton,MA,42.41,-71.68
01515,East Brookfield,MA,42.22,-72.04
01516,Douglas,MA,42.05,-71.73
01517,East Princeton,MA,42.46,-71.89
01518,Fiskdale,MA,42.12,-72.11
01519,Grafton,MA,42.2,-71.68
01520,Holden,MA,42.35,-71.85
01521,Holland,MA,42.05,-72.15
01522,Jefferson,MA,42.38,-71.87
01523,Lancaster,MA,42.45,-71.66
01524,Leicester,MA,42.25,-71.9
01525,Linwood,MA,42.11,-71.63
01526,Manchaug,MA,42.12,-71.76
01527,Millbury,MA,42.19,-71.76
01529,Millville,MA,42.03,-71.58
01531,New Braintree,MA,42.31,-72.13
01532,Northborough,MA,42.31,-71.64
01534,Northbridge,MA,42.15,-71.65
01535,North Brookfield,MA,42.27,-72.08
01536,North Grafton,MA,42.23,-71.69
01537,North Oxford,MA,42.16,-71.88
01538,North Uxbridge,MA,42.05,-71.64
01540,Oxford,MA,42.11,-71.87
01541,Princeton,MA,42.45,-71.86
01542,Rochdale,MA,42.2,-71.9
01543,Rutland,MA,42.36,-71.95
01545,Shrewsbury,MA,42.3,-71.71
01546,Shrewsbury,MA,42.3,-71.71
01550,Southbridge,MA,42.08,-72.03
01560,South Grafton,MA,42.17,-71.68
01561,South Lancaster,MA,42.44,-71.69
01562,Spencer,MA,42.24,-71.99
01564,Sterling,MA,42.43,-71.75
01566,Sturbridge,MA,42.09,-72.06
01568,Upton,MA,42.17,-71.61
01569,Uxbridge,MA,42.08,-71.6
01570,Webster,MA,42.04,-71.87
01571,Dudley,MA,42.05,-71.93
01580,Westborough,MA,42.26,-71.61
01581,Westborough,MA,42.26,-71.61
01582,Westborough,MA,42.26,-71.61
01583,West Boylston,MA,42.36,-71.78
01585,West Brookfield,MA,42.23,-72.14
01586,West Millbury,MA,42.19,-71.76
01588,Whitinsville,MA,42.11,-71.67
01590,Sutton,MA,42.15,-71.76
01601,Worcester,MA,42.26,-71.8
01602,Worcester,MA,42.27,-71.85
01603,Worcester,MA,42.24,-71.84
01604,Worcester,MA,42.25,-71.77
01605,Worcester,MA,42.29,-71.79
01606,Worcester,MA,42.32,-71.8
01607,Worcester,MA,42.23,-71.79
01608,Worcester,MA,42.26,-71.8
01609,Worcester,MA,42.29,-71.83
01610,Worcester,MA,42.25,-71.81
01611,Cherry Valley,MA,42.23,-71.87
01612,Paxton,MA,42.31,-71.93
01613,Worcester,MA,42.26,-71.8
01614,Worcester,MA,42.26,-71.8
01615,Worcester,MA,42.26,-71.8
01653,Worcester,MA,42.26,-71.8
01654,Worcester,MA,42.26,-71.8
01655,Worcester,MA,42.26,-71.8
01701,Framingham,MA,42.3,-71.43
01702,Framingham,MA,42.28,-71.44
01703,Framingham,MA,42.3,-71.43
01704,Framingham,MA,42.3,-71.43
01705,Framingham,MA,42.3,-71.43
01718,Village Of Nagog Woods,MA,42.52,-71.43
01719,Boxborough,MA,42.5,-71.5
01720,Acton,MA,42.48,-71.46
01721,Ashland,MA,42.25,-71.46
01730,Bedford,MA,42.48,-71.26
01731,Hanscom Afb,MA,42.46,-71.28
01740,Bolton,MA,42.43,-71.6
01741,Carlisle,MA,42.53,-71.35
01742,Concord,MA,42.45,-71.35
01745,Fayville,MA,42.29,-71.5
01746,Holliston,MA,42.2,-71.43
01747,Hopedale,MA,42.12,-71.54
01748,Hopkinton,MA,42.22,-71.52
01749,Hudson,MA,42.39,-71.56
01752,Marlborough,MA,42.34,-71.54
01754,Maynard,MA,42.42,-71.45
01756,Mendon,MA,42.1,-71.55
01757,Milford,MA,42.14,-71.51
01760,Natick,MA,42.28,-71.35
01770,Sherborn,MA,42.23,-71.36
01772,Southborough,MA,42.3,-71.51
01773,Lincoln,MA,42.41,-71.3
01775,Stow,MA,42.43,-71.5
01776,Sudbury,MA,42.36,-71.4
01778,Wayland,MA,42.36,-71.36
01784,Woodville,MA,42.23,-71.55
01801,Woburn,MA,42.48,-71.15
01803,Burlington,MA,42.5,-71.2
01805,Burlington,MA,42.5,-71.2
01806,Woburn,MA,42.47,-71.15
01807,Woburn,MA,42.48,-71.15
01808,Woburn,MA,42.5,-71.12
01810,Andover,MA,42.65,-71.14
01812,Andover,MA,42.65,-71.14
01813,Woburn,MA,42.48,-71.15
01815,Woburn,MA,42.48,-71.15
01821,Billerica,MA,42.55,-71.26
01822,Billerica,MA,42.55,-71.26
01824,Chelmsford,MA,42.59,-71.36
01826,Dracut,MA,42.68,-71.3
01827,Dunstable,MA,42.66,-71.48
01830,Haverhill,MA,42.78,-71.08
01831,Haverhill,MA,42.78,-71.08
01832,Haverhill,MA,42.79,-71.13
01833,Georgetown,MA,42.73,-70.98
01834,Groveland,MA,42.75,-71.03
01835,Haverhill,MA,42.75,-71.09
01840,Lawrence,MA,42.71,-71.16
01841,Lawrence,MA,42.71,-71.16
01842,Lawrence,MA,42.7,-71.16
01843,Lawrence,MA,42.7,-71.16
01844,Methuen,MA,42.74,-71.18
01845,North Andover,MA,42.7,-71.11
01850,Lowell,MA,42.66,-71.3
01851,Lowell,MA,42.63,-71.32
01852,Lowell,MA,42.63,-71.3
01853,Lowell,MA,42.63,-71.32
01854,Lowell,MA,42.65,-71.35
01860,Merrimac,MA,42.83,-71.0
01862,North Billerica,MA,42.58,-71.3
01863,North Chelmsford,MA,42.63,-71.39
01864,North Reading,MA,42.58,-71.08
01865,Nutting Lake,MA,42.54,-71.25
01866,Pinehurst,MA,42.53,-71.23
01867,Reading,MA,42.53,-71.1
01876,Tewksbury,MA,42.61,-71.23
01879,Tyngsboro,MA,42.68,-71.41
01880,Wakefield,MA,42.5,-71.06
01885,West Boxford,MA,42.67,-71.03
01886,Westford,MA,42.58,-71.43
01887,Wilmington,MA,42.55,-71.16
01888,Woburn,MA,42.48,-71.15
01889,North Reading,MA,42.56,-71.06
01890,Winchester,MA,42.45,-71.14
01899,Andover,MA,42.65,-71.14
01901,Lynn,MA,42.46,-70.95
01902,Lynn,MA,42.47,-70.94
01903,Lynn,MA,42.47,-70.96
01904,Lynn,MA,42.47,-70.96
01905,Lynn,MA,42.47,-70.98
01906,Saugus,MA,42.46,-71.01
01907,Swampscott,MA,42.47,-70.91
01908,Nahant,MA,42.43,-70.93
01910,Lynn,MA,42.47,-70.96
01913,Amesbury,MA,42.85,-70.92
01915,Beverly,MA,42.57,-70.87
01921,Boxford,MA,42.67,-70.98
01922,Byfield,MA,42.75,-70.93
01923,Danvers,MA,42.57,-70.95
01929,Essex,MA,42.63,-70.77
01930,Gloucester,MA,42.62,-70.66
01931,Gloucester,MA,42.62,-70.66
01936,Hamilton,MA,42.61,-70.86
01937,Hathorne,MA,42.59,-70.98
01938,Ipswich,MA,42.67,-70.83
01940,Lynnfield,MA,42.53,-71.04
01944,Manchester,MA,42.56,-70.76
01945,Marblehead,MA,42.5,-70.85
01949,Middleton,MA,42.6,-71.01
01950,Newburyport,MA,42.81,-70.88
01951,Newbury,MA,42.77,-70.85
01952,Salisbury,MA,42.83,-70.84
01960,Peabody,MA,42.53,-70.97
01961,Peabody,MA,42.53,-70.97
01965,Prides Crossing,MA,42.56,-70.86
01966,Rockport,MA,42.64,-70.61
01969,Rowley,MA,42.72,-70.89
01970,Salem,MA,42.51,-70.9
01971,Salem,MA,42.51,-70.89
01982,South Hamilton,MA,42.62,-70.86
01983,Topsfield,MA,42.63,-70.95
01984,Wenham,MA,42.6,-70.88
01985,West Newbury,MA,42.8,-71.0
02018,Accord,MA,42.17,-70.88
02019,Bellingham,MA,42.09,-71.47
02020,Brant Rock,MA,42.08,-70.64
02021,Canton,MA,42.15,-71.13
02025,Cohasset,MA,42.23,-70.8
02026,Dedham,MA,42.24,-71.17
02027,Dedham,MA,42.24,-71.17
02030,Dover,MA,42.24,-71.27
02031,East Mansfield,MA,42.02,-71.17
02032,East Walpole,MA,42.15,-71.21
02035,Foxboro,MA,42.06,-71.24
02038,Franklin,MA,42.08,-71.38
02040,Greenbush,MA,42.19,-70.76
02041,Green Harbor,MA,42.1,-70.71
02043,Hingham,MA,42.23,-70.88
02044,Hingham,MA,42.23,-70.88
02045,Hull,MA,42.3,-70.9
02047,Humarock,MA,42.13,-70.69
02048,Mansfield,MA,42.02,-71.21
02050,Marshfield,MA,42.09,-70.7
02051,Marshfield Hills,MA,42.15,-70.73
02052,Medfield,MA,42.18,-71.3
02053,Medway,MA,42.16,-71.43
02054,Millis,MA,42.16,-71.35
02055,Minot,MA,42.19,-70.76
02056,Norfolk,MA,42.11,-71.31
02059,North Marshfield,MA,42.1,-70.71
02060,North Scituate,MA,42.21,-70.76
02061,Norwell,MA,42.16,-70.78
02062,Norwood,MA,42.18,-71.19
02065,Ocean Bluff,MA,42.1,-70.71
02066,Scituate,MA,42.18,-70.73
02067,Sharon,MA,42.11,-71.18
02070,Sheldonville,MA,42.05,-71.35
02071,South Walpole,MA,42.1,-71.27
02072,Stoughton,MA,42.11,-71.1
02081,Walpole,MA,42.13,-71.24
02090,Westwood,MA,42.21,-71.21
02093,Wrentham,MA,42.06,-71.33
02108,Boston,MA,42.36,-71.06
02109,Boston,MA,42.37,-71.05
02110,Boston,MA,42.36,-71.05
02111,Boston,MA,42.35,-71.06
02112,Boston,MA,42.35,-71.06
02113,Boston,MA,42.37,-71.06
02114,Boston,MA,42.36,-71.07
02115,Boston,MA,42.34,-71.1
02116,Boston,MA,42.35,-71.08
02117,Boston,MA,42.35,-71.06
02118,Boston,MA,42.34,-71.07
02119,Roxbury,MA,42.32,-71.09
02120,Roxbury Crossing,MA,42.33,-71.1
02121,Dorchester,MA,42.31,-71.09
02122,Dorchester,MA,42.29,-71.04
02123,Boston,MA,42.35,-71.06
02124,Dorchester Center,MA,42.29,-71.07
02125,Dorchester,MA,42.32,-71.06
02126,Mattapan,MA,42.27,-71.1
02127,Boston,MA,42.33,-71.04
02128,Boston,MA,42.36,-71.01
02129,Charlestown,MA,42.38,-71.06
02130,Jamaica Plain,MA,42.3,-71.11
02131,Roslindale,MA,42.28,-71.13
02132,West Roxbury,MA,42.28,-71.16
02133,Boston,MA,42.35,-71.06
02134,Allston,MA,42.35,-71.13
02135,Brighton,MA,42.35,-71.15
02136,Hyde Park,MA,42.26,-71.13
02137,Readville,MA,42.25,-71.12
02138,Cambridge,MA,42.38,-71.14
02139,Cambridge,MA,42.37,-71.11
02140,Cambridge,MA,42.39,-71.13
02141,Cambridge,MA,42.37,-71.08
02142,Cambridge,MA,42.36,-71.08
02143,Somerville,MA,42.38,-71.1
02144,Somerville,MA,42.4,-71.12
02145,Somerville,MA,42.39,-71.1
02148,Malden,MA,42.43,-71.05
02149,Everett,MA,42.4,-71.05
02150,Chelsea,MA,42.39,-71.03
02151,Revere,MA,42.41,-70.99
02152,Winthrop,MA,42.37,-70.98
02153,Medford,MA,42.42,-71.1
02155,Medford,MA,42.42,-71.1
02156,West Medford,MA,42.42,-71.13
02163,Boston,MA,42.37,-71.12
02169,Quincy,MA,42.26,-71.0
02170,Quincy,MA,42.27,-71.02
02171,Quincy,MA,42.29,-71.02
02176,Melrose,MA,42.45,-71.05
02180,Stoneham,MA,42.47,-71.09
02184,Braintree,MA,42.2,-71.0
02185,Braintree,MA,42.2,-71.0
02186,Milton,MA,42.24,-71.08
02187,Milton Village,MA,42.26,-71.08
02188,Weymouth,MA,42.2,-70.96
02189,East Weymouth,MA,42.2,-70.94
02190,South Weymouth,MA,42.17,-70.95
02191,North Weymouth,MA,42.24,-70.94
02196,Boston,MA,42.35,-71.06
02199,Boston,MA,42.35,-71.08
02201,Boston,MA,42.35,-71.06
02203,Boston,MA,42.36,-71.06
02204,Boston,MA,42.35,-71.06
02205,Boston,MA,42.35,-71.06
02206,Boston,MA,42.35,-71.06
